Setup	Run	FitnessSample	Sample	Fitness
5robotswithoualignt2	3	0	0	2.977304883969391
5robotswithoualignt2	3	0	1	2.9313867841269827
5robotswithoualignt2	3	0	2	2.90635718712055
5robotswithoualignt2	3	0	3	2.9938407694787657
5robotswithoualignt2	3	0	4	2.902187728516706
5robotswithoualignt2	3	0	5	2.9920015042610535
5robotswithoualignt2	3	0	6	2.9807623147472824
5robotswithoualignt2	3	0	7	2.1870452773538114
5robotswithoualignt2	3	0	8	2.987502780434174
5robotswithoualignt2	3	0	9	2.9177389796990925
5robotswithoualignt2	3	0	10	2.979484081229491
5robotswithoualignt2	3	0	11	2.9635600743081514
5robotswithoualignt2	3	0	12	2.970178666879498
5robotswithoualignt2	3	0	13	2.987917679251762
5robotswithoualignt2	3	0	14	2.9808929399027653
5robotswithoualignt2	3	0	15	2.9537095189719262
5robotswithoualignt2	3	0	16	2.983904170966266
5robotswithoualignt2	3	0	17	2.8332675400008585
5robotswithoualignt2	3	0	18	2.988753925066738
5robotswithoualignt2	3	0	19	2.807202083907681
5robotswithoualignt2	3	0	20	2.993339304075025
5robotswithoualignt2	3	0	21	2.751558424774136
5robotswithoualignt2	3	0	22	2.8582753740202556
5robotswithoualignt2	3	0	23	2.9597599269632084
5robotswithoualignt2	3	0	24	2.9284259957409975
5robotswithoualignt2	3	0	25	2.9635012882465457
5robotswithoualignt2	3	0	26	2.984295069030762
5robotswithoualignt2	3	0	27	2.9725123571276555
5robotswithoualignt2	3	0	28	2.941007108121088
5robotswithoualignt2	3	0	29	2.9855660720200317
5robotswithoualignt2	3	0	30	2.9544144977168685
5robotswithoualignt2	3	0	31	2.9886341430018137
5robotswithoualignt2	3	0	32	2.9880488763909243
5robotswithoualignt2	3	0	33	2.9701996136562627
5robotswithoualignt2	3	0	34	2.989165861970234
5robotswithoualignt2	3	0	35	2.9769427074819568
5robotswithoualignt2	3	0	36	2.9770404676409257
5robotswithoualignt2	3	0	37	2.9942108691306273
5robotswithoualignt2	3	0	38	2.803582600921828
5robotswithoualignt2	3	0	39	2.977403011744693
5robotswithoualignt2	3	0	40	2.9540051180752345
5robotswithoualignt2	3	0	41	2.9718245501962386
5robotswithoualignt2	3	0	42	2.990886891186199
5robotswithoualignt2	3	0	43	2.978104395184438
5robotswithoualignt2	3	0	44	2.776514401251113
5robotswithoualignt2	3	0	45	2.985673198667941
5robotswithoualignt2	3	0	46	2.978589028931914
5robotswithoualignt2	3	0	47	2.884619628085749
5robotswithoualignt2	3	0	48	2.9913100098642156
5robotswithoualignt2	3	0	49	2.978960535338379
5robotswithoualignt2	3	0	50	2.9764873371623746
5robotswithoualignt2	3	0	51	2.966065241870439
5robotswithoualignt2	3	0	52	2.81396627683087
5robotswithoualignt2	3	0	53	2.9084537069949565
5robotswithoualignt2	3	0	54	2.765769644484065
5robotswithoualignt2	3	0	55	2.9519399163183344
5robotswithoualignt2	3	0	56	2.898827468141075
5robotswithoualignt2	3	0	57	2.9949420212096878
5robotswithoualignt2	3	0	58	2.987322122605881
5robotswithoualignt2	3	0	59	2.9388282407617727
5robotswithoualignt2	3	0	60	2.9904778866800013
5robotswithoualignt2	3	0	61	2.867483182417735
5robotswithoualignt2	3	0	62	2.968262493783205
5robotswithoualignt2	3	0	63	2.9684494432675494
5robotswithoualignt2	3	0	64	2.946631594002594
5robotswithoualignt2	3	0	65	2.9874448846182036
5robotswithoualignt2	3	0	66	2.948204720563526
5robotswithoualignt2	3	0	67	2.9726080032638795
5robotswithoualignt2	3	0	68	2.975612853591087
5robotswithoualignt2	3	0	69	2.993829999550071
5robotswithoualignt2	3	0	70	2.981656239967836
5robotswithoualignt2	3	0	71	2.917652254003455
5robotswithoualignt2	3	0	72	2.9424534185191336
5robotswithoualignt2	3	0	73	2.976616095109355
5robotswithoualignt2	3	0	74	2.9636526496042594
5robotswithoualignt2	3	0	75	2.9843942516375557
5robotswithoualignt2	3	0	76	2.966503061151865
5robotswithoualignt2	3	0	77	2.1926470918599845
5robotswithoualignt2	3	0	78	2.9858144090664616
5robotswithoualignt2	3	0	79	2.991593765507164
5robotswithoualignt2	3	0	80	2.9745590574098086
5robotswithoualignt2	3	0	81	2.9784719550354555
5robotswithoualignt2	3	0	82	2.9131435758548294
5robotswithoualignt2	3	0	83	2.966628961993398
5robotswithoualignt2	3	0	84	2.9802769093579764
5robotswithoualignt2	3	0	85	2.987344753543497
5robotswithoualignt2	3	0	86	2.099096897369652
5robotswithoualignt2	3	0	87	2.9740341525366323
5robotswithoualignt2	3	0	88	2.634505635000469
5robotswithoualignt2	3	0	89	2.983673776614676
5robotswithoualignt2	3	0	90	2.981389825326616
5robotswithoualignt2	3	0	91	2.8873773615128493
5robotswithoualignt2	3	0	92	2.988704683714594
5robotswithoualignt2	3	0	93	2.9651677780216623
5robotswithoualignt2	3	0	94	2.984777081197797
5robotswithoualignt2	3	0	95	2.8377579441424423
5robotswithoualignt2	3	0	96	2.976193678462174
5robotswithoualignt2	3	0	97	2.993212738262355
5robotswithoualignt2	3	0	98	2.993567826861861
5robotswithoualignt2	3	0	99	2.9887257246172174
5robotswithoualignt2	3	1	0	2.755758199150677
5robotswithoualignt2	3	1	1	2.1479604165445063
5robotswithoualignt2	3	1	2	2.3587093133811505
5robotswithoualignt2	3	1	3	2.8587355792157956
5robotswithoualignt2	3	1	4	2.222045422481502
5robotswithoualignt2	3	1	5	2.978964522921194
5robotswithoualignt2	3	1	6	2.9544083046883625
5robotswithoualignt2	3	1	7	2.7997866848467203
5robotswithoualignt2	3	1	8	2.6921833039905567
5robotswithoualignt2	3	1	9	2.9800775980820506
5robotswithoualignt2	3	1	10	2.9532056563693616
5robotswithoualignt2	3	1	11	2.8912360532460326
5robotswithoualignt2	3	1	12	2.9636341803314217
5robotswithoualignt2	3	1	13	2.98720811159809
5robotswithoualignt2	3	1	14	2.97610365642331
5robotswithoualignt2	3	1	15	2.9641179753013316
5robotswithoualignt2	3	1	16	2.9516654898984584
5robotswithoualignt2	3	1	17	2.8782874911230536
5robotswithoualignt2	3	1	18	2.948739739909951
5robotswithoualignt2	3	1	19	2.8780415077796397
5robotswithoualignt2	3	1	20	2.9099398945066715
5robotswithoualignt2	3	1	21	2.908607159147195
5robotswithoualignt2	3	1	22	2.9897311733444276
5robotswithoualignt2	3	1	23	2.7891983263969373
5robotswithoualignt2	3	1	24	2.9606133451854557
5robotswithoualignt2	3	1	25	2.9840689906356426
5robotswithoualignt2	3	1	26	2.9549919599168333
5robotswithoualignt2	3	1	27	2.9621134605262713
5robotswithoualignt2	3	1	28	2.974237898446642
5robotswithoualignt2	3	1	29	2.9823156796217662
5robotswithoualignt2	3	1	30	2.9217440567355637
5robotswithoualignt2	3	1	31	2.9516260700303856
5robotswithoualignt2	3	1	32	2.8641474244364247
5robotswithoualignt2	3	1	33	2.9519133319607156
5robotswithoualignt2	3	1	34	2.9455386996853936
5robotswithoualignt2	3	1	35	2.941947465825056
5robotswithoualignt2	3	1	36	2.899582920421878
5robotswithoualignt2	3	1	37	2.683249786710223
5robotswithoualignt2	3	1	38	2.9610551161256105
5robotswithoualignt2	3	1	39	2.9686724025848292
5robotswithoualignt2	3	1	40	2.9792205661143525
5robotswithoualignt2	3	1	41	2.970669476770115
5robotswithoualignt2	3	1	42	2.7310478284534803
5robotswithoualignt2	3	1	43	2.751568563541599
5robotswithoualignt2	3	1	44	2.8677790197776023
5robotswithoualignt2	3	1	45	2.9440481961580036
5robotswithoualignt2	3	1	46	2.9298944184980398
5robotswithoualignt2	3	1	47	2.445517948468584
5robotswithoualignt2	3	1	48	2.9868024333256686
5robotswithoualignt2	3	1	49	2.6818958112643063
5robotswithoualignt2	3	1	50	2.9473301332434425
5robotswithoualignt2	3	1	51	2.8623052684377757
5robotswithoualignt2	3	1	52	2.9346413368280917
5robotswithoualignt2	3	1	53	2.074141074695837
5robotswithoualignt2	3	1	54	2.9756555595236325
5robotswithoualignt2	3	1	55	2.950334515520879
5robotswithoualignt2	3	1	56	2.972298869787574
5robotswithoualignt2	3	1	57	2.4038415697395425
5robotswithoualignt2	3	1	58	2.4850927946280588
5robotswithoualignt2	3	1	59	2.95250410123165
5robotswithoualignt2	3	1	60	2.960650767891036
5robotswithoualignt2	3	1	61	2.6650151407718794
5robotswithoualignt2	3	1	62	2.907271559805495
5robotswithoualignt2	3	1	63	2.9433210746326934
5robotswithoualignt2	3	1	64	2.9638031557309974
5robotswithoualignt2	3	1	65	2.7785489900310143
5robotswithoualignt2	3	1	66	2.3399339387004368
5robotswithoualignt2	3	1	67	2.8521790719187887
5robotswithoualignt2	3	1	68	2.1268255911490774
5robotswithoualignt2	3	1	69	2.6575563346365088
5robotswithoualignt2	3	1	70	2.9420545842537402
5robotswithoualignt2	3	1	71	2.916417450140801
5robotswithoualignt2	3	1	72	2.9556909502370177
5robotswithoualignt2	3	1	73	2.968848704020648
5robotswithoualignt2	3	1	74	2.9624910402734024
5robotswithoualignt2	3	1	75	2.9637117515176525
5robotswithoualignt2	3	1	76	2.960366667420586
5robotswithoualignt2	3	1	77	2.399809894487138
5robotswithoualignt2	3	1	78	2.9791420252853684
5robotswithoualignt2	3	1	79	2.9783340955281172
5robotswithoualignt2	3	1	80	2.95309500954174
5robotswithoualignt2	3	1	81	2.9132152345977844
5robotswithoualignt2	3	1	82	2.955638320951394
5robotswithoualignt2	3	1	83	2.898533925574758
5robotswithoualignt2	3	1	84	2.9701822472883768
5robotswithoualignt2	3	1	85	2.9544732269299327
5robotswithoualignt2	3	1	86	2.695827215549074
5robotswithoualignt2	3	1	87	2.9001588246652013
5robotswithoualignt2	3	1	88	2.764382811871303
5robotswithoualignt2	3	1	89	2.89918792802834
5robotswithoualignt2	3	1	90	2.8852495835209155
5robotswithoualignt2	3	1	91	2.968257897109538
5robotswithoualignt2	3	1	92	2.9858464694744833
5robotswithoualignt2	3	1	93	2.9251495774857874
5robotswithoualignt2	3	1	94	2.8380002497467993
5robotswithoualignt2	3	1	95	2.9183003490107295
5robotswithoualignt2	3	1	96	2.9080332854749686
5robotswithoualignt2	3	1	97	2.9865936715825696
5robotswithoualignt2	3	1	98	2.9500328755978655
5robotswithoualignt2	3	1	99	2.935554485217742
5robotswithoualignt2	3	2	0	2.956242021892418
5robotswithoualignt2	3	2	1	2.4974043854103276
5robotswithoualignt2	3	2	2	2.848705291161597
5robotswithoualignt2	3	2	3	2.97593532349144
5robotswithoualignt2	3	2	4	2.740131292725611
5robotswithoualignt2	3	2	5	2.974687870276843
5robotswithoualignt2	3	2	6	2.949619305851536
5robotswithoualignt2	3	2	7	2.8709859891647826
5robotswithoualignt2	3	2	8	2.4724984834016572
5robotswithoualignt2	3	2	9	2.9299981895019136
5robotswithoualignt2	3	2	10	2.900362667660971
5robotswithoualignt2	3	2	11	2.949005874740333
5robotswithoualignt2	3	2	12	2.924292361864988
5robotswithoualignt2	3	2	13	2.9729879900465424
5robotswithoualignt2	3	2	14	2.923755205221781
5robotswithoualignt2	3	2	15	2.780036020711025
5robotswithoualignt2	3	2	16	2.983567101563784
5robotswithoualignt2	3	2	17	2.829246207692817
5robotswithoualignt2	3	2	18	2.7870302677851613
5robotswithoualignt2	3	2	19	2.943044809569898
5robotswithoualignt2	3	2	20	2.94060408384924
5robotswithoualignt2	3	2	21	2.7585041675528754
5robotswithoualignt2	3	2	22	2.9582402744979923
5robotswithoualignt2	3	2	23	2.8988025509244215
5robotswithoualignt2	3	2	24	2.7161940198770367
5robotswithoualignt2	3	2	25	2.224241401336634
5robotswithoualignt2	3	2	26	2.9218153078675777
5robotswithoualignt2	3	2	27	2.7704857674247236
5robotswithoualignt2	3	2	28	2.963798835415179
5robotswithoualignt2	3	2	29	2.703549381442461
5robotswithoualignt2	3	2	30	2.967366379060713
5robotswithoualignt2	3	2	31	2.8510707353987144
5robotswithoualignt2	3	2	32	2.9438755638217775
5robotswithoualignt2	3	2	33	2.8859886842990767
5robotswithoualignt2	3	2	34	2.9478360708221314
5robotswithoualignt2	3	2	35	2.837858063919972
5robotswithoualignt2	3	2	36	2.95647732846811
5robotswithoualignt2	3	2	37	2.969204917472445
5robotswithoualignt2	3	2	38	2.9222000925205958
5robotswithoualignt2	3	2	39	2.9348213574951876
5robotswithoualignt2	3	2	40	2.1457270740196477
5robotswithoualignt2	3	2	41	2.1074530022422047
5robotswithoualignt2	3	2	42	2.9323176856061863
5robotswithoualignt2	3	2	43	2.6685191643330404
5robotswithoualignt2	3	2	44	2.251397126480563
5robotswithoualignt2	3	2	45	2.855124042823345
5robotswithoualignt2	3	2	46	2.7661779330130485
5robotswithoualignt2	3	2	47	2.5044494829809367
5robotswithoualignt2	3	2	48	2.8474066675354996
5robotswithoualignt2	3	2	49	2.914675475214124
5robotswithoualignt2	3	2	50	2.837737603976643
5robotswithoualignt2	3	2	51	2.791029212772149
5robotswithoualignt2	3	2	52	2.2604027576221055
5robotswithoualignt2	3	2	53	2.7706058725960414
5robotswithoualignt2	3	2	54	2.891324222871207
5robotswithoualignt2	3	2	55	2.930947215839759
5robotswithoualignt2	3	2	56	2.608458027076419
5robotswithoualignt2	3	2	57	2.958074670804285
5robotswithoualignt2	3	2	58	2.892651043179098
5robotswithoualignt2	3	2	59	2.9162164849305503
5robotswithoualignt2	3	2	60	2.9073651874242414
5robotswithoualignt2	3	2	61	2.774130032254476
5robotswithoualignt2	3	2	62	2.8949745653394183
5robotswithoualignt2	3	2	63	2.588902717583364
5robotswithoualignt2	3	2	64	2.9050789190650326
5robotswithoualignt2	3	2	65	2.889473041939592
5robotswithoualignt2	3	2	66	2.5350670595505
5robotswithoualignt2	3	2	67	2.8601212139767025
5robotswithoualignt2	3	2	68	2.8715164361767656
5robotswithoualignt2	3	2	69	2.927879400637178
5robotswithoualignt2	3	2	70	2.9320983805758134
5robotswithoualignt2	3	2	71	2.602627126983226
5robotswithoualignt2	3	2	72	2.758049140005858
5robotswithoualignt2	3	2	73	2.95140936617065
5robotswithoualignt2	3	2	74	2.9255406585828263
5robotswithoualignt2	3	2	75	2.9225526874054433
5robotswithoualignt2	3	2	76	2.7926375175817797
5robotswithoualignt2	3	2	77	2.9693691402056683
5robotswithoualignt2	3	2	78	2.6368241132399257
5robotswithoualignt2	3	2	79	2.826049557944868
5robotswithoualignt2	3	2	80	2.9331226673636586
5robotswithoualignt2	3	2	81	2.880723041783448
5robotswithoualignt2	3	2	82	2.875008868594927
5robotswithoualignt2	3	2	83	2.774338991959645
5robotswithoualignt2	3	2	84	2.9576805769337735
5robotswithoualignt2	3	2	85	2.948267830537194
5robotswithoualignt2	3	2	86	2.2803619748758237
5robotswithoualignt2	3	2	87	2.860291708555936
5robotswithoualignt2	3	2	88	2.9239079900154965
5robotswithoualignt2	3	2	89	2.929668728512817
5robotswithoualignt2	3	2	90	2.954242864352458
5robotswithoualignt2	3	2	91	2.766247626236691
5robotswithoualignt2	3	2	92	2.575842014121778
5robotswithoualignt2	3	2	93	2.768487153804092
5robotswithoualignt2	3	2	94	2.764547230840034
5robotswithoualignt2	3	2	95	2.9636295296024064
5robotswithoualignt2	3	2	96	2.579566352398526
5robotswithoualignt2	3	2	97	2.517686381343527
5robotswithoualignt2	3	2	98	2.727561592932868
5robotswithoualignt2	3	2	99	2.9239389336642376
5robotswithoualignt2	3	3	0	2.922829804490721
5robotswithoualignt2	3	3	1	2.568855077833437
5robotswithoualignt2	3	3	2	2.9249292096906974
5robotswithoualignt2	3	3	3	2.9568370550222625
5robotswithoualignt2	3	3	4	2.940177308023152
5robotswithoualignt2	3	3	5	2.895383436522435
5robotswithoualignt2	3	3	6	2.7926483429215456
5robotswithoualignt2	3	3	7	2.8996081594666148
5robotswithoualignt2	3	3	8	2.8612092038282215
5robotswithoualignt2	3	3	9	2.9402080392297285
5robotswithoualignt2	3	3	10	2.8211507937863165
5robotswithoualignt2	3	3	11	2.8922264072424433
5robotswithoualignt2	3	3	12	2.970209431423165
5robotswithoualignt2	3	3	13	2.517001561052979
5robotswithoualignt2	3	3	14	2.606745282194535
5robotswithoualignt2	3	3	15	2.2035957005723237
5robotswithoualignt2	3	3	16	2.9606822210294705
5robotswithoualignt2	3	3	17	2.772616351307894
5robotswithoualignt2	3	3	18	1.9525207954870072
5robotswithoualignt2	3	3	19	2.4068503782756654
5robotswithoualignt2	3	3	20	2.8753433012980016
