# Evoluation started on 2019/01/08 06:36:36
# Generation	   Best 	   Average 	   Worst
	  0		   1.122	  -0.795	  -7.668
	  1		   1.221	   0.975	  -0.396
	  2		   1.262	   0.766	  -3.418
	  3		   1.348	   0.859	  -2.705
	  4		   1.409	   0.744	  -4.114
	  5		   1.441	   0.594	  -6.873
	  6		   1.430	   0.826	  -4.493
	  7		   1.407	   0.886	  -3.701
	  8		   1.450	   0.860	  -3.387
	  9		   1.440	   0.995	  -4.957
	 10		   1.441	   1.030	  -3.216
	 11		   1.440	   0.912	  -3.738
	 12		   1.478	   1.009	  -3.855
	 13		   1.505	   0.798	  -5.918
	 14		   1.474	   0.628	  -4.256
	 15		   1.469	   0.943	  -2.964
	 16		   1.494	   0.854	  -4.706
	 17		   1.493	   0.590	  -5.778
	 18		   1.472	   0.248	  -6.881
	 19		   1.493	   0.871	  -6.116
	 20		   1.447	   0.601	  -5.842
	 21		   1.459	   0.636	  -7.499
	 22		   1.495	   0.685	  -6.241
	 23		   1.475	   0.692	  -5.222
	 24		   1.462	   0.832	  -4.126
	 25		   1.497	   0.549	  -4.820
	 26		   1.481	   0.910	  -5.850
	 27		   1.480	   0.800	  -4.062
	 28		   1.485	   0.915	  -2.996
	 29		   1.486	   0.988	  -1.476
	 30		   1.484	   0.825	  -5.821
	 31		   1.489	   0.731	  -5.008
	 32		   1.508	   0.816	  -4.120
	 33		   1.488	   0.905	  -3.077
	 34		   1.481	   0.669	  -4.923
	 35		   1.499	   0.725	  -6.359
	 36		   1.474	   0.774	  -4.626
	 37		   1.507	   0.863	  -3.951
	 38		   1.486	   0.598	  -7.374
	 39		   1.513	   0.869	  -3.334
	 40		   1.528	   0.437	  -4.723
	 41		   1.500	   0.616	  -6.261
	 42		   1.530	   0.715	  -4.818
	 43		   1.509	   0.580	  -5.833
	 44		   1.505	   0.679	  -7.379
	 45		   1.501	   0.565	  -5.614
	 46		   1.522	   0.594	  -6.526
	 47		   1.501	   0.444	  -7.600
	 48		   1.511	   0.705	  -4.366
	 49		   1.533	   0.559	  -6.965
	 50		   1.639	   0.009	  -6.019
	 51		   1.726	   0.757	  -7.287
	 52		   1.653	   1.031	  -1.944
	 53		   1.674	   0.695	  -3.075
	 54		   1.660	   0.830	  -6.133
	 55		   1.721	   0.912	  -2.979
	 56		   1.726	   0.870	  -2.809
	 57		   1.776	   1.033	  -3.293
	 58		   1.759	   0.959	  -3.796
	 59		   1.724	   0.757	  -5.691
	 60		   1.643	   0.736	  -3.389
	 61		   1.779	   0.976	  -1.784
	 62		   1.810	   1.040	  -3.407
	 63		   1.747	   1.153	  -2.273
	 64		   1.834	   1.211	  -0.168
	 65		   1.792	   1.143	  -1.560
	 66		   1.833	   0.965	  -3.688
	 67		   1.812	   0.922	  -4.139
	 68		   1.811	   1.025	  -2.104
	 69		   1.831	   1.162	  -1.859
	 70		   1.894	   1.197	  -2.616
	 71		   1.907	   1.121	  -2.067
	 72		   1.935	   1.069	  -2.219
	 73		   1.901	   1.044	  -3.149
	 74		   1.891	   1.072	  -4.031
	 75		   1.925	   1.038	  -3.967
	 76		   1.876	   1.055	  -2.383
	 77		   1.995	   1.192	  -1.649
	 78		   1.905	   1.065	  -3.640
	 79		   1.987	   1.189	  -1.683
	 80		   1.977	   1.200	  -3.324
	 81		   2.001	   1.223	  -2.230
	 82		   2.015	   1.158	  -3.477
	 83		   2.073	   1.330	  -0.359
	 84		   2.015	   1.258	  -1.777
	 85		   2.013	   1.215	  -2.830
	 86		   2.089	   1.364	  -0.538
	 87		   2.058	   1.201	  -4.219
	 88		   2.072	   1.215	  -1.038
	 89		   2.083	   1.182	  -2.623
	 90		   2.000	   1.227	  -2.599
	 91		   2.055	   1.174	  -0.674
	 92		   2.118	   1.289	  -3.052
	 93		   2.161	   1.158	  -4.393
	 94		   2.137	   1.274	  -2.837
	 95		   2.102	   1.309	  -3.997
	 96		   2.056	   1.361	  -0.427
	 97		   2.116	   1.277	  -3.071
	 98		   2.105	   1.404	  -2.010
	 99		   2.106	   1.439	  -0.755
	100		   2.117	   1.325	  -2.434
	101		   2.164	   1.395	  -2.010
	102		   2.111	   1.320	  -3.549
