# Evoluation started on 2019/09/14 10:17:11
# Generation	   Best 	   Average 	   Worst
	  0		   1.162	   0.550	  -0.347
	  1		   1.185	   1.048	   0.373
	  2		   1.237	   1.028	   0.202
	  3		   1.227	   0.946	   0.312
	  4		   1.215	   0.936	   0.371
	  5		   1.222	   0.988	   0.382
	  6		   1.255	   1.007	   0.348
	  7		   1.272	   0.989	   0.281
	  8		   1.262	   0.982	   0.257
	  9		   1.301	   0.971	   0.459
	 10		   1.275	   0.906	   0.084
	 11		   1.276	   0.886	   0.264
	 12		   1.341	   1.012	   0.214
	 13		   1.327	   0.957	  -0.330
	 14		   1.412	   1.017	   0.477
	 15		   1.371	   1.029	   0.324
	 16		   1.397	   0.998	   0.173
	 17		   1.362	   1.042	   0.543
	 18		   1.479	   1.052	   0.272
	 19		   1.485	   0.977	   0.160
	 20		   1.471	   1.013	   0.352
	 21		   1.607	   1.041	   0.227
	 22		   1.610	   0.946	   0.230
	 23		   1.559	   0.946	   0.227
	 24		   1.592	   0.952	   0.319
	 25		   1.604	   0.908	   0.153
	 26		   1.584	   1.028	   0.287
	 27		   1.597	   0.980	   0.074
	 28		   1.689	   1.007	   0.194
	 29		   1.680	   1.045	   0.302
	 30		   1.731	   0.998	   0.191
	 31		   1.759	   0.950	   0.230
	 32		   1.798	   0.925	   0.244
	 33		   1.706	   0.949	   0.172
	 34		   1.822	   0.941	   0.108
	 35		   1.675	   0.817	  -0.065
	 36		   1.699	   0.889	   0.004
	 37		   1.753	   0.939	   0.133
	 38		   1.769	   0.915	  -0.046
	 39		   1.703	   0.960	   0.127
	 40		   1.812	   0.987	   0.224
	 41		   1.753	   0.911	   0.105
	 42		   1.755	   0.929	   0.088
	 43		   1.732	   0.892	  -0.078
	 44		   1.755	   0.910	   0.093
	 45		   1.744	   0.889	   0.215
	 46		   1.796	   0.943	   0.045
	 47		   1.774	   0.935	   0.140
	 48		   1.769	   0.986	   0.175
	 49		   1.777	   0.900	   0.184
	 50		   1.743	   0.814	   0.150
	 51		   1.805	   0.871	   0.138
	 52		   1.782	   0.904	  -0.005
	 53		   1.743	   0.891	   0.088
	 54		   1.759	   0.935	   0.021
	 55		   1.742	   0.930	   0.067
	 56		   1.790	   0.961	   0.313
	 57		   1.812	   0.944	   0.068
	 58		   1.762	   0.906	  -0.024
	 59		   1.744	   0.867	   0.169
	 60		   1.810	   0.872	   0.029
	 61		   1.776	   0.899	   0.076
	 62		   1.744	   0.880	   0.249
	 63		   1.786	   0.883	   0.026
	 64		   1.759	   0.891	   0.035
	 65		   1.801	   0.942	  -0.059
	 66		   1.778	   0.863	  -0.016
	 67		   1.782	   0.885	  -0.106
	 68		   1.778	   0.958	   0.301
	 69		   1.821	   0.943	   0.170
	 70		   1.727	   0.891	   0.148
	 71		   1.790	   0.891	  -0.243
	 72		   1.765	   0.844	  -0.148
	 73		   1.722	   0.902	   0.073
	 74		   1.777	   0.925	   0.145
	 75		   1.793	   0.850	  -0.072
	 76		   1.768	   0.854	   0.044
	 77		   1.749	   0.847	   0.151
	 78		   1.813	   0.858	   0.034
	 79		   1.714	   0.864	   0.010
	 80		   1.773	   0.841	  -0.213
	 81		   1.759	   0.908	  -0.115
	 82		   1.773	   0.878	  -0.016
	 83		   1.798	   0.821	  -0.283
	 84		   1.746	   0.882	   0.154
	 85		   1.822	   0.845	   0.237
	 86		   1.764	   0.877	   0.195
	 87		   1.734	   0.898	   0.101
	 88		   1.792	   0.867	   0.092
	 89		   1.771	   0.908	  -0.090
	 90		   1.794	   0.898	   0.113
	 91		   1.787	   0.873	   0.210
	 92		   1.811	   0.892	  -0.008
	 93		   1.774	   0.929	   0.143
	 94		   1.787	   0.781	   0.046
	 95		   1.728	   0.910	   0.165
	 96		   1.775	   0.920	  -0.027
	 97		   1.786	   0.903	   0.300
	 98		   1.758	   0.870	   0.082
	 99		   1.729	   0.902	  -0.158
	100		   1.752	   0.950	   0.222
	101		   1.729	   0.900	   0.198
	102		   1.787	   0.858	  -0.069
	103		   1.755	   0.836	   0.202
	104		   1.779	   0.943	  -0.037
	105		   1.803	   0.888	   0.179
	106		   1.731	   0.830	   0.150
	107		   1.769	   0.800	  -0.040
	108		   1.790	   0.945	   0.148
	109		   1.794	   0.878	  -0.065
	110		   1.789	   0.899	   0.030
	111		   1.825	   0.913	   0.212
	112		   1.790	   0.932	   0.184
	113		   1.817	   0.866	   0.047
	114		   1.794	   0.919	  -0.057
	115		   1.751	   0.925	   0.236
	116		   1.753	   0.916	   0.266
	117		   1.788	   0.936	   0.179
	118		   1.725	   0.886	   0.102
	119		   1.789	   0.886	   0.048
	120		   1.802	   0.883	   0.004
	121		   1.846	   0.942	   0.058
	122		   1.780	   0.882	   0.237
	123		   1.790	   0.902	  -0.064
	124		   1.810	   0.881	   0.204
	125		   1.807	   0.929	   0.011
	126		   1.849	   0.915	   0.292
	127		   1.807	   0.939	   0.161
	128		   1.873	   0.907	   0.205
	129		   1.804	   0.856	   0.045
	130		   1.836	   0.910	   0.108
	131		   1.810	   0.885	   0.124
	132		   1.815	   0.875	  -0.220
	133		   1.807	   0.860	  -0.244
	134		   1.833	   0.950	   0.082
	135		   1.806	   0.923	   0.092
	136		   1.831	   0.897	  -0.078
	137		   1.835	   0.896	   0.226
	138		   1.829	   0.891	   0.233
	139		   1.852	   0.981	  -0.004
	140		   1.813	   0.931	   0.269
	141		   1.814	   0.857	  -0.255
	142		   1.842	   0.979	   0.134
	143		   1.847	   0.949	   0.089
	144		   1.856	   0.966	  -0.085
	145		   1.817	   0.876	   0.279
	146		   1.815	   0.893	  -0.158
	147		   1.859	   0.951	   0.144
	148		   1.801	   0.869	   0.046
	149		   1.848	   0.944	   0.265
	150		   1.786	   0.952	   0.300
	151		   1.817	   0.899	  -0.189
	152		   1.828	   0.894	   0.148
	153		   1.819	   0.864	  -0.019
	154		   1.866	   0.941	  -0.213
	155		   1.798	   0.907	   0.084
	156		   1.867	   0.906	   0.296
	157		   1.830	   0.895	   0.252
	158		   1.843	   0.882	  -0.042
	159		   1.898	   0.897	   0.084
	160		   1.847	   0.909	  -0.080
	161		   1.815	   0.895	   0.067
	162		   1.829	   0.892	   0.132
	163		   1.852	   0.902	   0.204
	164		   1.794	   0.928	  -0.087
	165		   1.863	   0.885	   0.198
	166		   1.875	   0.990	   0.327
	167		   1.822	   0.930	   0.114
	168		   1.870	   0.961	   0.220
	169		   1.866	   0.957	   0.296
	170		   1.830	   0.953	   0.126
	171		   1.824	   0.939	   0.289
	172		   1.792	   0.885	   0.116
	173		   1.816	   0.977	   0.046
	174		   1.865	   0.944	   0.190
	175		   1.819	   0.958	   0.075
	176		   1.873	   0.980	   0.156
	177		   1.872	   0.929	   0.142
	178		   1.856	   0.978	   0.083
	179		   1.844	   0.944	  -0.093
	180		   1.880	   0.915	   0.227
	181		   1.822	   0.908	   0.232
	182		   1.837	   0.976	   0.246
	183		   1.835	   0.927	   0.163
	184		   1.854	   1.006	   0.298
	185		   1.852	   0.933	  -0.220
	186		   1.878	   0.916	   0.106
	187		   1.846	   0.914	   0.188
	188		   1.889	   0.906	  -0.137
	189		   1.803	   0.941	   0.035
	190		   1.827	   0.931	   0.017
	191		   1.856	   0.910	  -0.072
	192		   1.857	   0.999	   0.214
	193		   1.824	   0.936	   0.009
	194		   1.799	   0.957	   0.225
	195		   1.880	   0.965	   0.248
	196		   1.870	   0.904	   0.332
	197		   1.901	   0.953	   0.180
	198		   1.840	   0.963	   0.326
	199		   1.811	   0.890	  -0.218
	200		   1.804	   0.904	   0.089
	201		   1.834	   0.939	   0.303
	202		   1.871	   0.919	   0.277
	203		   1.816	   0.960	   0.250
	204		   1.826	   0.914	   0.227
	205		   1.831	   0.953	   0.288
	206		   1.897	   0.978	   0.283
	207		   1.905	   0.989	   0.415
	208		   1.846	   0.937	   0.376
	209		   1.844	   0.947	   0.221
	210		   1.834	   1.009	   0.149
	211		   1.846	   0.930	  -0.306
	212		   1.833	   0.965	   0.220
	213		   1.858	   0.897	   0.010
	214		   1.861	   0.883	   0.214
	215		   1.832	   0.900	   0.280
	216		   1.804	   0.895	  -0.093
	217		   1.824	   0.961	   0.311
	218		   1.879	   0.988	   0.275
	219		   1.889	   0.983	   0.320
	220		   1.835	   0.922	   0.360
	221		   1.841	   0.921	  -0.228
	222		   1.851	   0.994	   0.169
	223		   1.834	   0.944	   0.205
	224		   1.829	   0.885	   0.078
	225		   1.899	   0.966	   0.270
	226		   1.867	   0.930	   0.264
	227		   1.820	   0.983	   0.189
	228		   1.848	   0.957	   0.324
	229		   1.853	   0.921	   0.225
	230		   1.823	   0.908	   0.162
	231		   1.850	   0.933	  -0.027
	232		   1.890	   0.925	   0.281
	233		   1.854	   0.994	   0.068
	234		   1.858	   0.998	   0.071
	235		   1.870	   0.931	   0.095
	236		   1.853	   0.997	   0.285
	237		   1.858	   0.953	   0.279
	238		   1.844	   0.871	   0.178
	239		   1.839	   0.949	   0.212
	240		   1.836	   0.921	   0.155
	241		   1.839	   0.910	   0.048
	242		   1.809	   0.942	   0.261
	243		   1.832	   0.935	   0.288
	244		   1.899	   1.015	  -0.174
	245		   1.832	   0.935	   0.269
	246		   1.842	   0.929	   0.167
	247		   1.853	   1.019	   0.334
	248		   1.840	   0.949	   0.262
	249		   1.849	   0.972	   0.235
	250		   1.871	   0.898	   0.172
	251		   1.872	   0.970	   0.020
	252		   1.889	   0.965	   0.213
	253		   1.876	   0.932	  -0.013
	254		   1.804	   1.008	   0.191
	255		   1.846	   0.907	   0.031
	256		   1.863	   0.980	   0.085
	257		   1.829	   0.952	  -0.062
	258		   1.846	   0.953	   0.262
	259		   1.839	   0.940	   0.047
	260		   1.875	   0.992	   0.349
	261		   1.847	   0.933	   0.166
	262		   1.853	   0.924	   0.320
	263		   1.850	   0.886	  -0.063
	264		   1.861	   0.954	   0.211
	265		   1.877	   0.944	   0.224
	266		   1.885	   0.897	  -0.195
	267		   1.840	   0.974	   0.087
	268		   1.820	   0.953	  -0.135
	269		   1.862	   0.896	   0.308
	270		   1.885	   0.912	   0.219
	271		   1.823	   0.899	  -0.003
	272		   1.831	   0.961	   0.233
	273		   1.883	   1.000	   0.249
	274		   1.844	   0.949	   0.115
	275		   1.906	   0.991	   0.188
	276		   1.865	   0.994	   0.302
	277		   1.822	   0.973	   0.282
	278		   1.854	   0.967	   0.089
	279		   1.837	   0.986	   0.347
	280		   1.865	   0.980	   0.369
	281		   1.868	   1.020	   0.285
	282		   1.855	   0.968	   0.142
	283		   1.819	   0.992	   0.105
	284		   1.903	   0.981	   0.102
	285		   1.855	   0.974	   0.325
	286		   1.866	   0.956	   0.310
	287		   1.839	   0.998	   0.308
	288		   1.873	   0.996	   0.171
	289		   1.870	   1.034	   0.344
	290		   1.859	   0.997	   0.366
	291		   1.810	   1.021	   0.374
	292		   1.831	   1.003	   0.218
	293		   1.863	   0.993	   0.242
	294		   1.810	   0.947	   0.212
	295		   1.857	   1.081	   0.324
	296		   1.910	   1.068	   0.314
	297		   1.849	   0.993	   0.265
	298		   1.846	   1.067	   0.216
	299		   1.904	   1.081	   0.334
	300		   1.878	   1.008	   0.252
	301		   1.859	   0.997	   0.147
	302		   1.821	   0.977	   0.246
	303		   1.846	   1.003	   0.288
	304		   1.856	   1.022	   0.272
	305		   1.827	   1.016	   0.201
	306		   1.889	   0.955	   0.253
	307		   1.851	   0.966	   0.135
	308		   1.855	   1.008	   0.074
	309		   1.829	   0.979	   0.294
	310		   1.842	   1.073	   0.320
	311		   1.802	   0.984	   0.312
	312		   1.864	   1.027	   0.289
	313		   1.883	   0.928	  -0.001
	314		   1.832	   1.010	  -0.447
	315		   1.808	   0.988	   0.138
	316		   1.864	   1.053	   0.407
	317		   1.864	   1.001	   0.227
	318		   1.862	   1.048	   0.292
	319		   1.896	   1.064	   0.363
	320		   1.832	   1.058	   0.107
